DATE,TIME,WT,SC,pH,DO mg/L,DO %sat
8/31/11,5:01:00,16.8,98,7.2,5.1,53
8/31/11,5:16:00,16.7,98,7.2,5.1,53
8/31/11,5:31:00,16.7,98,7.2,5.1,53
8/31/11,5:46:00,16.6,98,7.2,5.1,52
8/31/11,6:01:00,16.5,98,7.2,5.1,52
8/31/11,6:16:00,16.5,98,7.2,5.1,52
8/31/11,6:31:00,16.4,97,7.1,5.1,52
8/31/11,6:46:00,16.4,97,7.1,5.1,52
8/31/11,7:01:00,16.4,98,7.1,5.1,52
8/31/11,7:16:00,16.3,97,7.1,5.1,52
8/31/11,7:31:00,16.3,97,7.1,5.1,52
8/31/11,7:46:00,16.3,97,7.1,5.2,52
8/31/11,8:01:00,16.2,97,7.1,5.2,53
8/31/11,8:16:00,16.2,97,7.1,5.2,53
8/31/11,8:31:00,16.2,97,7.1,5.2,53
8/31/11,8:46:00,16.1,97,7.1,5.2,53
8/31/11,9:01:00,16.1,97,7.1,5.3,54
8/31/11,9:16:00,16.1,97,7.1,5.3,54
8/31/11,9:31:00,16.1,97,7.2,5.3,54
8/31/11,9:46:00,16,97,7.2,5.4,54
8/31/11,10:01:00,16,97,7.2,5.4,54
8/31/11,10:16:00,16,97,7.1,5.4,55
8/31/11,10:31:00,16,97,7.1,5.4,55
8/31/11,10:46:00,16,97,7.1,5.5,55
8/31/11,11:01:00,16,97,7.1,5.5,55
8/31/11,11:16:00,15.9,97,7.2,5.5,56
8/31/11,11:31:00,16,96,7.2,5.6,56
8/31/11,11:46:00,16,97,7.2,5.7,57
8/31/11,12:01:00,16,96,7.2,5.7,58
8/31/11,12:16:00,16.1,96,7.2,5.9,59
8/31/11,12:31:00,16.1,96,7.2,6,60
8/31/11,12:46:00,16.1,96,7.2,6,61
8/31/11,13:01:00,16.1,96,7.2,6.1,62
8/31/11,13:16:00,16.2,96,7.2,6.2,63
8/31/11,13:31:00,16.2,96,7.2,6.3,64
8/31/11,13:46:00,16.2,96,7.2,6.4,65
8/31/11,14:01:00,16.3,96,7.2,6.5,66
8/31/11,14:16:00,16.3,96,7.2,6.6,67
8/31/11,14:31:00,16.4,96,7.2,6.7,68
8/31/11,14:46:00,16.4,96,7.2,6.8,69
8/31/11,15:01:00,16.4,95,7.2,6.8,70
8/31/11,15:16:00,16.5,95,7.2,7,71
8/31/11,15:31:00,16.5,95,7.2,7,72
8/31/11,15:46:00,16.6,95,7.2,7.2,73
8/31/11,16:01:00,16.6,95,7.2,7.3,75
8/31/11,16:16:00,16.7,95,7.2,7.3,76
8/31/11,16:31:00,16.7,95,7.2,7.4,76
8/31/11,16:46:00,16.7,95,7.3,7.5,77
8/31/11,17:01:00,16.8,95,7.3,7.5,78
8/31/11,17:16:00,16.8,95,7.3,7.6,78
8/31/11,17:31:00,16.8,95,7.3,7.6,78
8/31/11,17:46:00,16.8,95,7.3,7.6,79
8/31/11,18:01:00,16.9,94,7.3,7.6,78
8/31/11,18:16:00,16.9,94,7.3,7.6,78
8/31/11,18:31:00,16.9,94,7.3,7.5,78
8/31/11,18:46:00,16.9,95,7.3,7.5,78
8/31/11,19:01:00,16.9,94,7.3,7.5,77
8/31/11,19:16:00,16.9,95,7.3,7.4,77
8/31/11,19:31:00,16.9,94,7.3,7.4,76
8/31/11,19:46:00,16.9,95,7.3,7.3,76
8/31/11,20:01:00,16.9,95,7.3,7.3,75
8/31/11,20:16:00,16.9,95,7.3,7.2,74
8/31/11,20:31:00,16.8,95,7.2,7.2,74
8/31/11,20:46:00,16.8,95,7.2,7.1,73
8/31/11,21:01:00,16.8,95,7.2,7,72
8/31/11,21:16:00,16.8,95,7.2,6.9,71
8/31/11,21:31:00,16.8,95,7.2,6.8,70
8/31/11,21:46:00,16.7,95,7.2,6.7,69
8/31/11,22:01:00,16.7,95,7.2,6.6,68
8/31/11,22:16:00,16.7,96,7.2,6.5,67
8/31/11,22:31:00,16.6,96,7.2,6.4,66
8/31/11,22:46:00,16.6,96,7.2,6.3,65
8/31/11,23:01:00,16.5,96,7.2,6.3,64
8/31/11,23:16:00,16.5,96,7.2,6.2,63
8/31/11,23:31:00,16.5,96,7.2,6.1,62
8/31/11,23:46:00,16.4,96,7.2,6,61
9/1/11,0:01:00,16.4,96,7.2,5.9,60
9/1/11,0:16:00,16.4,96,7.2,5.8,60
9/1/11,0:31:00,16.3,96,7.2,5.8,59
9/1/11,0:46:00,16.3,96,7.2,5.7,58
9/1/11,1:01:00,16.2,96,7.2,5.7,58
9/1/11,1:16:00,16.2,97,7.2,5.7,58
9/1/11,1:31:00,16.2,97,7.2,5.6,57
9/1/11,1:46:00,16.1,97,7.1,5.6,57
9/1/11,2:01:00,16.1,97,7.1,5.6,57
9/1/11,2:16:00,16.1,97,7.1,5.5,56
9/1/11,2:31:00,16.1,97,7.1,5.5,56
9/1/11,2:46:00,16,97,7.1,5.5,56
9/1/11,3:01:00,16,97,7.1,5.5,56
9/1/11,3:16:00,16,97,7.1,5.5,56
9/1/11,3:31:00,16,97,7.1,5.5,56
9/1/11,3:46:00,15.9,97,7.1,5.5,55
9/1/11,4:01:00,15.9,97,7.1,5.5,55
9/1/11,4:16:00,15.9,97,7.1,5.5,55
9/1/11,4:31:00,15.9,97,7.1,5.4,55
9/1/11,4:46:00,15.9,97,7.1,5.4,55
9/1/11,5:01:00,15.8,97,7.1,5.5,55
9/1/11,5:16:00,15.8,97,7.1,5.4,55
9/1/11,5:31:00,15.8,97,7.1,5.4,55
9/1/11,5:46:00,15.8,97,7.1,5.4,55
9/1/11,6:01:00,15.8,97,7.1,5.4,55
9/1/11,6:16:00,15.8,97,7.1,5.4,55
9/1/11,6:31:00,15.8,97,7.1,5.4,54
9/1/11,6:46:00,15.8,97,7.1,5.4,55
9/1/11,7:01:00,15.8,97,7.1,5.4,55
9/1/11,7:16:00,15.9,97,7.1,5.4,55
9/1/11,7:31:00,15.9,97,7.1,5.4,55
9/1/11,7:46:00,15.9,97,7.1,5.5,56
9/1/11,8:01:00,15.9,97,7.1,5.5,56
9/1/11,8:16:00,16,97,7.1,5.5,56
9/1/11,8:31:00,16,97,7.1,5.6,57
9/1/11,8:46:00,16.1,97,7.1,5.7,57
9/1/11,9:01:00,16.2,97,7.1,5.7,58
9/1/11,9:16:00,16.3,97,7.1,5.8,59
9/1/11,9:31:00,16.4,97,7.1,5.9,61
9/1/11,9:46:00,16.5,97,7.1,6,62
9/1/11,10:01:00,16.6,97,7.1,6.2,63
9/1/11,10:16:00,16.8,97,7.1,6.3,65
9/1/11,10:31:00,17,97,7.1,6.4,67
9/1/11,10:46:00,17.3,97,7.2,6.6,68
9/1/11,11:01:00,17.4,96,7.2,6.8,71
9/1/11,11:16:00,17.7,96,7.2,7,73
9/1/11,11:31:00,18,96,7.2,7.2,76
9/1/11,11:46:00,18.2,96,7.2,7.3,78
9/1/11,12:01:00,18.5,96,7.2,7.5,81
9/1/11,12:16:00,18.8,96,7.2,7.7,83
9/1/11,12:31:00,19.1,96,7.2,7.9,86
9/1/11,12:46:00,19.4,95,7.2,8.1,88
9/1/11,13:01:00,19.6,95,7.2,8.3,91
9/1/11,13:16:00,20,95,7.2,8.5,94
9/1/11,13:31:00,20.2,95,7.3,8.7,96
9/1/11,13:46:00,20.4,95,7.3,8.8,98
9/1/11,14:01:00,20.7,95,7.3,8.9,100
9/1/11,14:16:00,21,94,7.3,9.1,102
9/1/11,14:31:00,21.2,94,7.3,9.2,103
9/1/11,14:46:00,21.4,94,7.3,9.3,105
9/1/11,15:01:00,21.7,94,7.3,9.3,106
9/1/11,15:16:00,21.9,94,7.4,9.4,108
9/1/11,15:31:00,22.1,94,7.4,9.5,109
9/1/11,15:46:00,22.2,94,7.4,9.5,109
9/1/11,16:01:00,22.4,94,7.4,9.5,109
9/1/11,16:16:00,22.5,94,7.4,9.6,110
9/1/11,16:31:00,22.5,93,7.4,9.5,110
9/1/11,16:46:00,22.5,94,7.4,9.5,109
9/1/11,17:01:00,22.6,94,7.5,9.4,108
9/1/11,17:16:00,22.6,94,7.5,9.3,108
9/1/11,17:31:00,22.6,94,7.5,9.2,107
9/1/11,17:46:00,22.7,94,7.5,9.1,106
9/1/11,18:01:00,22.6,94,7.5,9,105
9/1/11,18:16:00,22.6,94,7.5,9,104
9/1/11,18:31:00,22.6,94,7.5,8.8,102
9/1/11,18:46:00,22.6,94,7.5,8.7,100
9/1/11,19:01:00,22.5,94,7.4,8.6,99
9/1/11,19:16:00,22.5,94,7.4,8.4,97
9/1/11,19:31:00,22.4,94,7.4,8.2,95
9/1/11,19:46:00,22.3,95,7.4,8.1,93
9/1/11,20:01:00,22.2,95,7.4,7.9,91
9/1/11,20:16:00,22.1,95,7.4,7.7,88
9/1/11,20:31:00,22,95,7.3,7.5,86
9/1/11,20:46:00,21.9,95,7.3,7.4,84
9/1/11,21:01:00,21.8,96,7.3,7.2,82
9/1/11,21:16:00,21.7,96,7.3,7,80
9/1/11,21:31:00,21.6,96,7.3,6.9,78
9/1/11,21:46:00,21.5,96,7.3,6.7,76
9/1/11,22:01:00,21.4,97,7.3,6.6,75
9/1/11,22:16:00,21.3,97,7.2,6.4,73
9/1/11,22:31:00,21.2,97,7.2,6.2,70
9/1/11,22:46:00,21.1,97,7.2,6.1,69
9/1/11,23:01:00,21,98,7.2,6,67
9/1/11,23:16:00,20.8,98,7.2,5.8,65
9/1/11,23:31:00,20.7,98,7.2,5.7,63
9/1/11,23:46:00,20.6,98,7.2,5.5,62
9/2/11,0:01:00,20.5,98,7.2,5.4,60
9/2/11,0:16:00,20.4,98,7.2,5.2,58
9/2/11,0:31:00,20.3,99,7.2,5.1,57
9/2/11,0:46:00,20.2,99,7.1,5,56
9/2/11,1:01:00,20.1,99,7.1,4.9,54
9/2/11,1:16:00,20,99,7.1,4.8,53
9/2/11,1:31:00,19.9,99,7.1,4.8,53
9/2/11,1:46:00,19.8,99,7.1,4.7,52
9/2/11,2:01:00,19.7,99,7.1,4.7,51
9/2/11,2:16:00,19.6,99,7.1,4.6,51
9/2/11,2:31:00,19.5,99,7.1,4.6,50
9/2/11,2:46:00,19.4,99,7.1,4.6,50
9/2/11,3:01:00,19.4,99,7.1,4.5,49
9/2/11,3:16:00,19.3,99,7.1,4.5,49
9/2/11,3:31:00,19.2,99,7.1,4.5,49
9/2/11,3:46:00,19.1,99,7.1,4.5,48
9/2/11,4:01:00,19.1,99,7.1,4.5,48
9/2/11,4:16:00,19,99,7.1,4.4,48
9/2/11,4:31:00,18.9,99,7.1,4.4,48
9/2/11,4:46:00,18.9,99,7.1,4.4,47
9/2/11,5:01:00,18.8,99,7.1,4.4,48
9/2/11,5:16:00,18.7,99,7.1,4.4,47
9/2/11,5:31:00,18.7,99,7.1,4.4,48
9/2/11,5:46:00,18.6,99,7.1,4.4,47
9/2/11,6:01:00,18.6,99,7.1,4.4,47
9/2/11,6:16:00,18.5,99,7.1,4.4,47
9/2/11,6:31:00,18.5,99,7.1,4.4,47
9/2/11,6:46:00,18.5,99,7.1,4.5,48
9/2/11,7:01:00,18.4,99,7.1,4.5,48
9/2/11,7:16:00,18.4,99,7.1,4.5,48
9/2/11,7:31:00,18.4,99,7.1,4.5,48
9/2/11,7:46:00,18.4,99,7.1,4.5,48
9/2/11,8:01:00,18.4,99,7.1,4.5,48
9/2/11,8:16:00,18.4,99,7.1,4.6,49
9/2/11,8:31:00,18.5,99,7.1,4.6,49
9/2/11,8:46:00,18.5,98,7.1,4.7,50
9/2/11,9:01:00,18.6,98,7.1,4.7,50
9/2/11,9:16:00,18.6,99,7.1,4.8,51
9/2/11,9:31:00,18.6,98,7.1,4.8,52
9/2/11,9:46:00,18.7,98,7.1,4.9,52
9/2/11,10:01:00,18.7,98,7.1,5,53
9/2/11,10:16:00,18.7,98,7.1,5,54
9/2/11,10:31:00,18.7,98,7.1,5,54
9/2/11,10:46:00,18.7,98,7.1,5,54
9/2/11,11:01:00,18.7,98,7.1,5.1,55
9/2/11,11:16:00,18.7,98,7.1,5.2,55
9/2/11,11:31:00,18.7,98,7.1,5.2,56
9/2/11,11:46:00,18.8,98,7.1,5.3,57
9/2/11,12:01:00,18.8,98,7.1,5.5,59
9/2/11,12:16:00,18.9,98,7.1,5.6,60
9/2/11,12:31:00,18.9,98,7.1,5.8,62
9/2/11,12:46:00,19.1,98,7.1,6,65
9/2/11,13:01:00,19.2,97,7.2,6.2,68
9/2/11,13:16:00,19.4,97,7.2,6.4,70
9/2/11,13:31:00,19.7,97,7.2,6.6,72
9/2/11,13:46:00,19.9,97,7.2,6.8,75
9/2/11,14:01:00,20,97,7.2,7,77
9/2/11,14:16:00,20.2,97,7.2,7.1,78
9/2/11,14:31:00,20.4,97,7.2,7.3,80
9/2/11,14:46:00,20.5,96,7.2,7.4,83
9/2/11,15:01:00,20.7,96,7.2,7.5,84
9/2/11,15:16:00,20.9,96,7.2,7.6,86
9/2/11,15:31:00,21.1,96,7.2,7.8,88
9/2/11,15:46:00,21.2,96,7.2,8,90
9/2/11,16:01:00,21.2,96,7.3,8.1,92
9/2/11,16:16:00,21.3,96,7.3,8.2,93
9/2/11,16:31:00,21.3,95,7.3,8.3,94
9/2/11,16:46:00,21.4,95,7.3,8.4,95
9/2/11,17:01:00,21.4,95,7.3,8.6,97
9/2/11,17:16:00,21.4,95,7.4,8.7,98
9/2/11,17:31:00,21.5,95,7.4,8.7,98
9/2/11,17:46:00,21.5,95,7.4,8.7,99
9/2/11,18:01:00,21.5,95,7.4,8.8,99
9/2/11,18:16:00,21.5,95,7.4,8.8,99
9/2/11,18:31:00,21.4,94,7.4,8.7,99
9/2/11,18:46:00,21.4,94,7.4,8.7,98
9/2/11,19:01:00,21.3,94,7.4,8.7,98
9/2/11,19:16:00,21.2,94,7.4,8.6,97
9/2/11,19:31:00,21.2,94,7.4,8.5,95
9/2/11,19:46:00,21.1,95,7.4,8.4,94
9/2/11,20:01:00,21,95,7.4,8.2,92
9/2/11,20:16:00,20.8,95,7.4,8.1,91
9/2/11,20:31:00,20.7,95,7.4,8,89
9/2/11,20:46:00,20.6,95,7.4,7.8,87
9/2/11,21:01:00,20.4,95,7.4,7.7,85
9/2/11,21:16:00,20.3,95,7.4,7.5,83
9/2/11,21:31:00,20.1,96,7.3,7.4,81
9/2/11,21:46:00,20,96,7.3,7.2,80
9/2/11,22:01:00,19.8,96,7.3,7.1,78
9/2/11,22:16:00,19.7,96,7.3,6.9,76
9/2/11,22:31:00,19.5,96,7.3,6.8,74
9/2/11,22:46:00,19.4,97,7.3,6.6,72
9/2/11,23:01:00,19.2,97,7.3,6.5,70
9/2/11,23:16:00,19,97,7.3,6.3,68
9/2/11,23:31:00,18.9,97,7.2,6.1,66
9/2/11,23:46:00,18.8,97,7.2,6,64
9/3/11,0:01:00,18.6,98,7.2,5.9,63
9/3/11,0:16:00,18.4,98,7.2,5.7,61
9/3/11,0:31:00,18.3,98,7.2,5.6,60
9/3/11,0:46:00,18.2,98,7.2,5.5,59
9/3/11,1:01:00,18,98,7.2,5.5,58
9/3/11,1:16:00,17.9,98,7.2,5.4,57
9/3/11,1:31:00,17.8,98,7.2,5.3,56
9/3/11,1:46:00,17.6,98,7.2,5.2,55
9/3/11,2:01:00,17.5,98,7.2,5.2,54
9/3/11,2:16:00,17.4,98,7.2,5.1,54
9/3/11,2:31:00,17.3,98,7.1,5.1,53
9/3/11,2:46:00,17.2,98,7.1,5.1,53
9/3/11,3:01:00,17.1,98,7.1,5.1,53
9/3/11,3:16:00,17.1,99,7.1,5.1,53
9/3/11,3:31:00,17,99,7.1,5.1,52
9/3/11,3:46:00,16.9,98,7.1,5.1,52
9/3/11,4:01:00,16.8,98,7.1,5.1,52
9/3/11,4:16:00,16.8,98,7.1,5.1,52
9/3/11,4:31:00,16.7,98,7.1,5,52
9/3/11,4:46:00,16.6,98,7.1,5,52
9/3/11,5:01:00,16.6,98,7.1,5.1,52
9/3/11,5:16:00,16.6,98,7.1,5,52
9/3/11,5:31:00,16.5,98,7.1,5.1,52
9/3/11,5:46:00,16.5,98,7.1,5.1,52
9/3/11,6:01:00,16.4,98,7.1,5.1,52
9/3/11,6:16:00,16.4,98,7.1,5.1,52
9/3/11,6:31:00,16.4,98,7.1,5.1,52
9/3/11,6:46:00,16.4,99,7.1,5.1,52
9/3/11,7:01:00,16.4,99,7.1,5.1,52
9/3/11,7:16:00,16.4,99,7.1,5.1,52
9/3/11,7:31:00,16.3,99,7.1,5.1,52
9/3/11,7:46:00,16.3,99,7.1,5.1,52
9/3/11,8:01:00,16.4,98,7.1,5.2,53
9/3/11,8:16:00,16.4,99,7.1,5.2,53
9/3/11,8:31:00,16.4,98,7.1,5.2,53
9/3/11,8:46:00,16.4,98,7.1,5.2,53
9/3/11,9:01:00,16.4,98,7.1,5.2,53
9/3/11,9:16:00,16.4,98,7.1,5.2,54
9/3/11,9:31:00,16.4,98,7.1,5.3,54
9/3/11,9:46:00,16.4,98,7.1,5.3,55
9/3/11,10:01:00,16.5,98,7.1,5.4,55
9/3/11,10:16:00,16.6,98,7.1,5.5,57
9/3/11,10:31:00,16.6,98,7.1,5.6,58
9/3/11,10:46:00,16.6,98,7.1,5.7,58
9/3/11,11:01:00,16.7,98,7.1,5.8,59
9/3/11,11:16:00,16.7,98,7.2,5.9,61
9/3/11,11:31:00,16.8,98,7.2,6,61
9/3/11,11:46:00,16.8,98,7.2,6.1,62
9/3/11,12:01:00,16.9,98,7.2,6.1,63
9/3/11,12:16:00,17,98,7.2,6.3,65
9/3/11,12:31:00,17.1,98,7.2,6.5,67
9/3/11,12:46:00,17.2,97,7.2,6.6,69
9/3/11,13:01:00,17.4,97,7.2,6.8,71
9/3/11,13:16:00,17.5,97,7.2,7,73
9/3/11,13:31:00,17.6,97,7.2,7.2,75
9/3/11,13:46:00,17.7,97,7.2,7.3,77
9/3/11,14:01:00,17.8,97,7.2,7.5,79
9/3/11,14:16:00,18,96,7.2,7.6,80
9/3/11,14:31:00,18.1,96,7.3,7.8,83
9/3/11,14:46:00,18.3,96,7.3,7.9,84
9/3/11,15:01:00,18.4,96,7.3,8.1,86
9/3/11,15:16:00,18.4,96,7.3,8.2,87
9/3/11,15:31:00,18.6,96,7.3,8.3,88
9/3/11,15:46:00,18.7,96,7.3,8.4,90
9/3/11,16:01:00,18.8,96,7.3,8.5,91
9/3/11,16:16:00,18.9,96,7.3,8.6,93
9/3/11,16:31:00,19,95,7.3,8.7,94
9/3/11,16:46:00,19,95,7.4,8.8,95
9/3/11,17:01:00,19,95,7.4,8.8,95
9/3/11,17:16:00,19.1,95,7.4,8.8,95
9/3/11,17:31:00,19.1,95,7.4,8.8,95
9/3/11,17:46:00,19.1,95,7.4,8.8,95
9/3/11,18:01:00,19.1,95,7.4,8.8,95
9/3/11,18:16:00,19.1,95,7.4,8.7,94
9/3/11,18:31:00,19.1,95,7.4,8.7,94
9/3/11,18:46:00,19.1,95,7.4,8.6,93
9/3/11,19:01:00,19.1,95,7.4,8.5,92
9/3/11,19:16:00,19.1,95,7.4,8.4,91
9/3/11,19:31:00,19,95,7.4,8.4,90
9/3/11,19:46:00,19,95,7.4,8.2,89
9/3/11,20:01:00,18.9,95,7.4,8.1,88
9/3/11,20:16:00,18.9,95,7.4,8,86
9/3/11,20:31:00,18.8,95,7.4,7.9,85
9/3/11,20:46:00,18.7,95,7.3,7.7,83
9/3/11,21:01:00,18.6,96,7.3,7.6,81
9/3/11,21:16:00,18.5,96,7.3,7.4,79
9/3/11,21:31:00,18.4,96,7.3,7.2,77
9/3/11,21:46:00,18.3,96,7.3,7.1,76
9/3/11,22:01:00,18.2,96,7.3,6.9,74
9/3/11,22:16:00,18.1,97,7.3,6.8,72
9/3/11,22:31:00,17.9,97,7.3,6.6,70
9/3/11,22:46:00,17.8,97,7.3,6.5,68
9/3/11,23:01:00,17.6,97,7.2,6.3,67
9/3/11,23:16:00,17.5,98,7.2,6.2,65
9/3/11,23:31:00,17.4,98,7.2,6.1,64
9/3/11,23:46:00,17.2,98,7.2,6,63
9/4/11,0:01:00,17.1,98,7.2,5.9,62
9/4/11,0:16:00,16.9,98,7.2,5.8,60
9/4/11,0:31:00,16.8,98,7.2,5.7,59
9/4/11,0:46:00,16.6,98,7.2,5.7,58
9/4/11,1:01:00,16.5,98,7.2,5.6,57
9/4/11,1:16:00,16.4,98,7.2,5.5,57
9/4/11,1:31:00,16.2,98,7.2,5.5,56
9/4/11,1:46:00,16.1,98,7.2,5.5,56
9/4/11,2:01:00,16,98,7.2,5.5,56
9/4/11,2:16:00,15.8,98,7.2,5.5,55
9/4/11,2:31:00,15.7,98,7.2,5.5,55
9/4/11,2:46:00,15.6,98,7.2,5.5,55
9/4/11,3:01:00,15.5,98,7.2,5.5,55
9/4/11,3:16:00,15.4,98,7.2,5.5,55
9/4/11,3:31:00,15.3,98,7.2,5.5,55
9/4/11,3:46:00,15.2,98,7.2,5.5,55
9/4/11,4:01:00,15.1,98,7.2,5.5,55
9/4/11,4:16:00,15,98,7.2,5.5,55
9/4/11,4:31:00,15,98,7.2,5.5,55
9/4/11,4:46:00,14.9,98,7.2,5.6,55
9/4/11,5:01:00,14.8,98,7.2,5.6,55
9/4/11,5:16:00,14.7,98,7.2,5.6,55
9/4/11,5:31:00,14.6,98,7.2,5.6,55
9/4/11,5:46:00,14.6,98,7.2,5.6,55
9/4/11,6:01:00,14.5,98,7.2,5.7,56
9/4/11,6:16:00,14.5,98,7.2,5.7,56
9/4/11,6:31:00,14.4,98,7.2,5.7,56
9/4/11,6:46:00,14.4,98,7.2,5.7,56
9/4/11,7:01:00,14.4,98,7.2,5.7,56
9/4/11,7:16:00,14.3,98,7.2,5.7,56
9/4/11,7:31:00,14.3,98,7.2,5.8,56
9/4/11,7:46:00,14.3,98,7.2,5.8,57
9/4/11,8:01:00,14.3,98,7.2,5.8,57
9/4/11,8:16:00,14.3,98,7.2,5.9,57
9/4/11,8:31:00,14.3,98,7.2,5.9,58
9/4/11,8:46:00,14.3,98,7.2,6,59
9/4/11,9:01:00,14.3,98,7.2,6.1,60
9/4/11,9:16:00,14.3,98,7.2,6.2,60
9/4/11,9:31:00,14.3,97,7.2,6.2,61
9/4/11,9:46:00,14.3,97,7.2,6.3,61
9/4/11,10:01:00,14.4,97,7.2,6.4,62
9/4/11,10:16:00,14.6,97,7.2,6.4,63
9/4/11,10:31:00,14.6,97,7.2,6.6,64
9/4/11,10:46:00,14.8,97,7.2,6.7,66
9/4/11,11:01:00,14.9,97,7.2,6.9,69
9/4/11,11:16:00,14.9,96,7.2,7,70
9/4/11,11:31:00,15,96,7.2,7.1,71
9/4/11,11:46:00,15.1,96,7.2,7.3,73
9/4/11,12:01:00,15.3,96,7.2,7.4,74
9/4/11,12:16:00,15.4,96,7.2,7.6,76
9/4/11,12:31:00,15.5,95,7.3,7.8,78
9/4/11,12:46:00,15.7,95,7.3,8,80
9/4/11,13:01:00,15.8,95,7.3,8.2,82
9/4/11,13:16:00,15.9,95,7.3,8.3,84
9/4/11,13:31:00,16,95,7.3,8.4,85
9/4/11,13:46:00,16.2,94,7.3,8.6,88
9/4/11,14:01:00,16.2,94,7.3,8.7,89
9/4/11,14:16:00,16.4,94,7.3,8.8,90
9/4/11,14:31:00,16.5,94,7.3,8.9,91
9/4/11,14:46:00,16.6,94,7.3,9,93
9/4/11,15:01:00,16.6,93,7.4,9.2,94
9/4/11,15:16:00,16.7,93,7.4,9.2,95
9/4/11,15:31:00,16.9,93,7.4,9.3,96
9/4/11,15:46:00,17,93,7.4,9.4,98
9/4/11,16:01:00,17,93,7.4,9.5,98
9/4/11,16:16:00,17,93,7.4,9.5,98
9/4/11,16:31:00,17,93,7.4,9.5,98
9/4/11,16:46:00,16.9,93,7.4,9.5,99
9/4/11,17:01:00,16.9,93,7.5,9.5,98
9/4/11,17:16:00,17,93,7.5,9.5,98
9/4/11,17:31:00,16.9,93,7.5,9.5,98
9/4/11,17:46:00,16.8,93,7.5,9.4,97
9/4/11,18:01:00,16.8,93,7.5,9.4,96
9/4/11,18:16:00,16.7,93,7.5,9.3,96
9/4/11,18:31:00,16.7,93,7.5,9.2,95
9/4/11,18:46:00,16.6,93,7.5,9.2,94
9/4/11,19:01:00,16.6,93,7.5,9.1,94
9/4/11,19:16:00,16.5,93,7.5,9.1,93
9/4/11,19:31:00,16.4,93,7.5,9,92
9/4/11,19:46:00,16.2,94,7.5,8.9,90
9/4/11,20:01:00,16.1,94,7.5,8.8,89
9/4/11,20:16:00,16,94,7.4,8.7,88
9/4/11,20:31:00,15.9,94,7.4,8.6,87
9/4/11,20:46:00,15.8,94,7.4,8.5,86
9/4/11,21:01:00,15.6,95,7.4,8.4,84
9/4/11,21:16:00,15.5,95,7.4,8.3,83
9/4/11,21:31:00,15.3,95,7.4,8.2,82
9/4/11,21:46:00,15.2,95,7.4,8.1,80
9/4/11,22:01:00,15.1,95,7.4,8,79
9/4/11,22:16:00,14.9,96,7.4,7.8,78
9/4/11,22:31:00,14.8,96,7.4,7.7,76
9/4/11,22:46:00,14.6,96,7.3,7.6,75
9/4/11,23:01:00,14.5,96,7.3,7.5,73
9/4/11,23:16:00,14.4,96,7.3,7.3,72
9/4/11,23:31:00,14.2,96,7.3,7.2,70
9/4/11,23:46:00,14.1,96,7.3,7.1,69
9/5/11,0:01:00,14,97,7.3,7,68
9/5/11,0:16:00,13.8,96,7.3,6.9,67
9/5/11,0:31:00,13.7,96,7.3,6.9,66
9/5/11,0:46:00,13.6,97,7.3,6.8,66
9/5/11,1:01:00,13.5,97,7.3,6.7,65
9/5/11,1:16:00,13.4,97,7.2,6.7,64
9/5/11,1:31:00,13.3,97,7.2,6.7,64
9/5/11,1:46:00,13.2,97,7.2,6.6,63
9/5/11,2:01:00,13.2,97,7.2,6.6,63
9/5/11,2:16:00,13.1,97,7.2,6.6,62
9/5/11,2:31:00,13,97,7.2,6.5,62
9/5/11,2:46:00,13,97,7.2,6.5,62
9/5/11,3:01:00,12.9,97,7.2,6.5,62
9/5/11,3:16:00,12.9,97,7.2,6.5,62
9/5/11,3:31:00,12.8,97,7.2,6.5,61
9/5/11,3:46:00,12.8,97,7.2,6.5,61
9/5/11,4:01:00,12.7,97,7.2,6.5,61
9/5/11,4:16:00,12.7,97,7.2,6.5,61
9/5/11,4:31:00,12.7,97,7.2,6.5,61
9/5/11,4:46:00,12.6,97,7.2,6.5,61
9/5/11,5:01:00,12.6,97,7.2,6.4,61
9/5/11,5:16:00,12.5,97,7.2,6.4,60
9/5/11,5:31:00,12.5,97,7.2,6.4,60
9/5/11,5:46:00,12.5,97,7.2,6.4,60
9/5/11,6:01:00,12.4,97,7.2,6.5,60
9/5/11,6:16:00,12.4,97,7.2,6.5,60
9/5/11,6:31:00,12.4,97,7.2,6.5,61
9/5/11,6:46:00,12.4,97,7.2,6.5,61
9/5/11,7:01:00,12.3,97,7.2,6.5,60
9/5/11,7:16:00,12.3,97,7.2,6.5,61
9/5/11,7:31:00,12.3,97,7.2,6.5,61
9/5/11,7:46:00,12.3,97,7.2,6.5,61
9/5/11,8:01:00,12.3,97,7.2,6.6,62
9/5/11,8:16:00,12.4,97,7.2,6.7,62
9/5/11,8:31:00,12.4,97,7.2,6.7,63
9/5/11,8:46:00,12.5,97,7.2,6.8,64
9/5/11,9:01:00,12.5,97,7.2,6.9,65
9/5/11,9:16:00,12.6,97,7.2,6.9,65
9/5/11,9:31:00,12.7,97,7.2,6.9,65
9/5/11,9:46:00,12.8,97,7.2,7,66
9/5/11,10:01:00,12.8,97,7.2,7.1,67
9/5/11,10:16:00,12.9,97,7.2,7.2,68
9/5/11,10:31:00,13,96,7.2,7.2,68
9/5/11,10:46:00,13.1,96,7.2,7.3,69
9/5/11,11:01:00,13.2,96,7.2,7.4,71
